rank,content_id,client_id,model_score,suggested_action,reason_codes,stale_but_visible,model_decline_risk_high,ctr_underperforming_for_position,recent_click_drop,syndicated_not_owned,too_new_unstable,needs_verification_before_trusting,content_type,main_intent,impressions_90d,clicks_90d,avg_position,ctr,days_since_last_update,content_age_days,trend_direction
4035,content_11e5498a4124,client_349c41201b,0.7153835434807311,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,transactional,646,1,21.6,0.15,20,124,down
4036,content_621a8827feb1,client_19581e27de,0.7153696935999175,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,798,4,1.9,0.5,20,98,down
4037,content_6fafe30f1c8c,client_f369cb89fc,0.715317280450043,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,532,4,7.1,0.75,20,145,down
4038,content_f8ffc6900606,client_349c41201b,0.7153140360313286,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,6003,15,35.1,0.25,8,148,down
4039,content_3c7b0a276edc,client_f74efabef1,0.7152967054191118,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,207,0,23.3,0.0,20,97,down
4040,content_bd1030091bbc,client_f74efabef1,0.7152791979409657,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,172,2,12.1,1.16,20,92,down
4041,content_540d9c6ea373,client_19581e27de,0.7152546396892211,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,transactional,2292,1,9.8,0.04,104,329,stable
4042,content_7c52db89e3f2,client_6208ef0f77,0.7152080820693105,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1567,0,25.0,0.0,104,151,down
4043,content_2b2e4f07c3c7,client_6208ef0f77,0.7152062447146298,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,679,0,6.5,0.0,104,300,down
4044,content_05d351776048,client_19581e27de,0.7152057036817612,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2036,2,18.4,0.1,104,257,up
4045,content_9a2747af2adb,client_f369cb89fc,0.7151910053380585,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,123,0,3.9,0.0,8,141,up
4046,content_737808ab7fd4,client_349c41201b,0.7151885395071184,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,378,0,7.0,0.0,8,148,down
4047,content_308261597045,client_6208ef0f77,0.7151687902688144,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,463,0,12.5,0.0,20,118,down
4048,content_3d3bfcd41295,client_7f2253d7e2,0.7151659161183448,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,False,True,True,True,False,False,False,keyword article,informational,1021,1,11.7,0.1,20,168,down
4049,content_18d31e3024fc,client_6208ef0f77,0.7151277918668317,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2290,0,26.1,0.0,104,287,down
4050,content_3094263ab1b5,client_19581e27de,0.7151045867438575,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1055,0,9.8,0.0,104,236,up
4051,content_eafa38d2fa4c,client_f369cb89fc,0.715098734090557,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,transactional,147,0,6.2,0.0,20,187,down
4052,content_25ebfb5aa399,client_f74efabef1,0.7150848504494051,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,transactional,4984,0,14.4,0.0,20,125,stable
4053,content_51985aaaf937,client_4e07408562,0.715079957413024,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,transactional,475,0,3.9,0.0,104,348,down
4054,content_31f776eace32,client_6208ef0f77,0.7150780669999452,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,False,True,True,True,False,False,False,keyword article,informational,1082,1,13.8,0.09,8,104,down
4055,content_245531f14938,client_19581e27de,0.7150365317296367,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,False,True,True,True,False,False,False,keyword article,informational,7382,1,10.0,0.01,20,95,down
4056,content_2bb1b46c6c31,client_3fdba35f04,0.7150268290555316,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1714,7,8.9,0.41,14,174,down
4057,content_77d20c6f1cb9,client_19581e27de,0.7150253665929784,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,transactional,636,0,14.9,0.0,104,329,down
4058,content_05eb6ae85e0e,client_4e07408562,0.7150205974400918,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,416,1,4.2,0.24,104,230,down
4059,content_b832f1e413b5,client_6208ef0f77,0.7150145511706815,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,1430,1,24.7,0.07,104,151,down
4060,content_707df13baa55,client_7f2253d7e2,0.7150108525433677,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,3914,11,29.3,0.28,20,141,down
4061,content_4707cb13c51a,client_19581e27de,0.7150097958160295,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,2080,5,10.5,0.24,104,236,up
4062,content_076ad4de4257,client_d029fa3a95,0.7149853659396467,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,178,0,8.1,0.0,20,172,down
4063,content_fa8b0dbaabf7,client_7f2253d7e2,0.7148974915065983,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,1677,0,13.1,0.0,20,141,down
4064,content_e04dad879647,client_19581e27de,0.714883889213086,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,27105,22,6.0,0.08,104,144,stable
4065,content_128f179b2136,client_19581e27de,0.7148768202828897,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,transactional,3352,3,5.2,0.09,104,330,stable
4066,content_f91f29437c50,client_6208ef0f77,0.7147853277755368,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,996,1,11.6,0.1,20,98,up
4067,content_6880eb215048,client_19581e27de,0.7147652797636803,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,transactional,2845,0,6.8,0.0,104,330,down
4068,content_5f27fe74502d,client_d029fa3a95,0.7147637024117852,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,4618,1,7.9,0.02,8,148,down
4069,content_e574a492a3c7,client_19581e27de,0.714760682693447,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,commercial,6954,4,10.6,0.06,104,257,down
4070,content_34fcb24f2beb,client_19581e27de,0.7147581272070126,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,commercial,8603,13,4.8,0.15,104,124,stable
4071,content_19a1bcf32f51,client_f74efabef1,0.71472949056744,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,560,2,7.6,0.36,20,92,down
4072,content_79d569cb12af,client_f369cb89fc,0.7147212346095776,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,1928,8,8.6,0.41,20,96,up
4073,content_310becd305e8,client_19581e27de,0.7147110490376497,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,1159,2,18.2,0.17,104,236,down
4074,content_8c778d844f05,client_7f2253d7e2,0.7146937517078482,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,1089,1,5.3,0.09,20,96,down
4075,content_a91a5804588e,client_d029fa3a95,0.7146864622986937,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,491,0,9.0,0.0,8,148,down
4076,content_bcb1ecae4766,client_19581e27de,0.7146705543305371,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,commercial,479,0,21.9,0.0,104,236,up
4077,content_580c8f4bdc55,client_f369cb89fc,0.7146376734456704,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,32659,54,8.9,0.17,20,96,stable
4078,content_4d3f436a1b78,client_7f2253d7e2,0.7146264721281446,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,6957,22,12.3,0.32,20,110,down
4079,content_fac78e68d54d,client_349c41201b,0.7145885568024368,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,532,0,11.8,0.0,20,144,down
4080,content_8ae219136693,client_19581e27de,0.7145840907628925,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,transactional,4051,4,6.9,0.1,104,330,down
4081,content_9e60e6062e9a,client_6208ef0f77,0.7145779910091954,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,702,0,21.4,0.0,20,111,down
4082,content_b8545cf96378,client_6208ef0f77,0.7145655613075608,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,unknown,1899,0,12.6,0.0,104,229,down
4083,content_afd67eb8e5db,client_19581e27de,0.7145583197222302,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2166,0,19.8,0.0,104,257,down
4084,content_762ea8686629,client_19581e27de,0.7145460005461856,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,commercial,2494,1,14.8,0.04,104,236,stable
4085,content_0814c28c8cbf,client_19581e27de,0.7145362732621032,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,586,1,9.6,0.17,104,256,stable
4086,content_b98e282c38cb,client_19581e27de,0.714483822342339,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,transactional,1468,4,3.4,0.27,104,330,down
4087,content_50531dcfdbe5,client_6208ef0f77,0.7144709071987655,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,unknown,798,0,30.8,0.0,104,229,up
4088,content_de050828e96a,client_f369cb89fc,0.7144500614831115,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,commercial,163,0,15.2,0.0,20,187,down
4089,content_07a9ad640c6e,client_349c41201b,0.7144047609104746,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,commercial,527,3,9.2,0.57,20,124,down
4090,content_43472b11a9e1,client_b4944c6ff0,0.7144031941791306,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,commercial,614,0,11.4,0.0,8,105,up
4091,content_8875af2af61d,client_19581e27de,0.7143995662382658,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,transactional,851,0,3.4,0.0,104,330,down
4092,content_b178d2c17955,client_6208ef0f77,0.714391453404091,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,840,0,3.1,0.0,104,144,stable
4093,content_82e912a902dd,client_19581e27de,0.7143893861830264,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,477,2,16.8,0.42,20,98,stable
4094,content_188060555694,client_f369cb89fc,0.7143842282940194,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,89,0,4.5,0.0,20,141,up
4095,content_7422ecda04a6,client_f369cb89fc,0.7143688031531136,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,transactional,2046,1,2.8,0.05,8,106,stable
4096,content_a4475f2ef525,client_bbb965ab0c,0.7143558036121085,monitor_too_new,model_decline_risk_high|recent_click_drop|too_new_unstable,False,True,False,True,False,True,False,keyword article,informational,848,4,6.9,0.47,20,90,down
4097,content_469e022a8155,client_6208ef0f77,0.7143310302399538,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,943,3,13.1,0.32,20,95,down
4098,content_118d9584c05e,client_19581e27de,0.7142890293184393,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,transactional,290,0,6.3,0.0,104,313,stable
4099,content_2938b131c81a,client_f74efabef1,0.7142752561661346,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1964,6,5.1,0.31,20,97,down
4100,content_575564a123ab,client_19581e27de,0.714265021047746,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,527,4,2.5,0.76,20,126,down
4101,content_724a0d3199c1,client_6208ef0f77,0.7142249302360669,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,818,0,5.1,0.0,104,223,down
4102,content_269dec00b4b9,client_624b60c58c,0.7142051705851216,monitor_not_owned,model_decline_risk_high|ctr_underperforming_for_position|syndicated_not_owned,False,True,True,False,True,False,False,feedly article,unknown,5,0,6.8,0.0,20,313,up
4103,content_1f0dc974ff50,client_bbb965ab0c,0.7141983764630356,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,1288,2,7.1,0.16,20,131,stable
4104,content_a68451d52b09,client_7f2253d7e2,0.7141922223033107,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,870,16,9.0,1.84,20,110,down
4105,content_2f5f76271b4c,client_19581e27de,0.7141916509213222,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1369,2,3.7,0.15,104,329,down
4106,content_f915142c5701,client_6208ef0f77,0.7141183801543758,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1694,1,13.2,0.06,104,139,down
4107,content_3065f33223c3,client_d029fa3a95,0.714096424259048,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,282,0,6.2,0.0,20,141,down
4108,content_653f9a9fa954,client_6208ef0f77,0.7140946205569054,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,651,0,11.0,0.0,104,139,down
4109,content_35545a21fed2,client_19581e27de,0.714052476410999,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,3533,6,1.9,0.17,104,329,down
4110,content_6c7802cd8da3,client_19581e27de,0.7140244172755671,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,transactional,366,0,8.3,0.0,104,329,down
4111,content_ee02b76fa909,client_349c41201b,0.7140234591830287,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,13448,46,5.8,0.34,20,111,stable
4112,content_ee02ff1e2cfd,client_d029fa3a95,0.7140079025908176,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,comparison article,informational,236,1,5.5,0.42,8,140,down
4113,content_03d2dad2de0d,client_19581e27de,0.7140018111542749,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,commercial,30246,38,4.2,0.13,104,139,stable
4114,content_e87db0076519,client_d4735e3a26,0.7139922840094508,monitor_not_owned,model_decline_risk_high|ctr_underperforming_for_position|syndicated_not_owned,False,True,True,False,True,False,False,feedly article,unknown,4,0,4.8,0.0,20,132,stable
4115,content_a01d9f3667c6,client_f74efabef1,0.7139899419122183,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,5137,9,7.3,0.18,20,97,up
4116,content_a8ee3b8ed390,client_624b60c58c,0.7139802202474055,monitor_not_owned,model_decline_risk_high|ctr_underperforming_for_position|syndicated_not_owned,False,True,True,False,True,False,False,feedly article,unknown,26,0,6.7,0.0,104,277,down
4117,content_69b845b4ecce,client_f369cb89fc,0.7139754841214276,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1651,4,25.5,0.24,20,95,down
4118,content_256ccb464259,client_bbb965ab0c,0.7139732219559229,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,306,1,23.1,0.33,15,139,up
4119,content_081d35f3654a,client_349c41201b,0.7139584717753928,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,290,0,12.2,0.0,20,148,down
4120,content_ec065688f94e,client_4e07408562,0.713935030771307,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,8981,14,14.2,0.16,25,230,down
4121,content_0be397916dac,client_bbb965ab0c,0.7139280958032804,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,986,6,5.8,0.61,20,131,down
4122,content_aeedee1a5590,client_19581e27de,0.7138959684180621,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,8020,20,7.3,0.25,104,236,down
4123,content_40925dee7c97,client_19581e27de,0.7138607697373511,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,3977,17,5.2,0.43,20,103,stable
4124,content_28a0250266e3,client_6208ef0f77,0.7138587756143224,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,12660,91,17.7,0.72,104,125,stable
4125,content_847c0e9b2eb6,client_bdd2d3af3a,0.7138472370404312,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,328,0,6.9,0.0,20,92,down
4126,content_2d73ab8136fa,client_f369cb89fc,0.7138384649852654,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,250,4,6.1,1.6,20,187,down
4127,content_4c7e168de995,client_6208ef0f77,0.7137969880123674,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,720,1,16.6,0.14,104,236,down
4128,content_8cef7b786d81,client_6208ef0f77,0.7137857323380941,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,491,0,20.3,0.0,104,151,down
4129,content_a49bc80a6eda,client_f74efabef1,0.7137762428627105,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,899,0,23.0,0.0,20,97,stable
4130,content_221a953f5db3,client_19581e27de,0.7137644614003714,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,1483,4,15.0,0.27,104,236,up
4131,content_8b138400828c,client_19581e27de,0.7137546500057484,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,1621,5,4.7,0.31,104,329,stable
4132,content_fa6b37071973,client_19581e27de,0.713747654610251,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,False,True,True,True,False,False,False,keyword article,informational,23165,17,7.7,0.07,20,103,up
4133,content_d072db421468,client_19581e27de,0.7137065304795074,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,3573,4,10.1,0.11,104,236,down
4134,content_fe9e5d4c8546,client_6208ef0f77,0.7136971512000284,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1068,0,19.6,0.0,104,139,down
4135,content_4941005461b4,client_6208ef0f77,0.7136863097683002,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,5227,1,9.2,0.02,104,148,down
4136,content_05880bb1e6cf,client_19581e27de,0.7136551104324295,verify_before_action,model_decline_risk_high|recent_click_drop|needs_verification_before_trusting,False,True,False,True,False,False,True,keyword article,informational,3056,11,6.5,0.36,20,126,up
4137,content_4a811b560994,client_f74efabef1,0.7136493477835316,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,False,True,True,True,False,False,False,keyword article,transactional,5561,8,8.1,0.14,20,175,down
4138,content_ce7cb7d2a1ff,client_d029fa3a95,0.7136235591511696,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,292,0,6.8,0.0,20,141,down
4139,content_d61a79f50628,client_19581e27de,0.713623092007816,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,commercial,346,0,7.2,0.0,20,124,down
4140,content_65e547dc02ba,client_7f2253d7e2,0.7136049258988858,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,779,1,8.0,0.13,20,147,down
4141,content_0b0e34cb3617,client_19581e27de,0.713584006088402,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1612,8,4.9,0.5,20,95,down
4142,content_50ab111d0781,client_19581e27de,0.7135565101278728,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1239,0,31.1,0.0,104,236,stable
4143,content_01a89aa912e8,client_f74efabef1,0.713552062920228,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,2491,2,7.5,0.08,20,97,down
4144,content_c7c93b0f5df0,client_8527a891e2,0.7135471936186459,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,transactional,5782,9,7.2,0.16,104,309,stable
4145,content_d9dfddab4875,client_bbb965ab0c,0.7135467843647411,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1552,10,8.7,0.64,20,104,down
4146,content_fbbacf50108d,client_8527a891e2,0.7135437526831249,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1130,1,10.0,0.09,92,238,down
4147,content_201e6fa0676c,client_4e07408562,0.7135339809446829,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,4773,14,8.7,0.29,25,326,down
4148,content_0ee8ae39ef9e,client_19581e27de,0.7134923151474794,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,transactional,841,0,31.8,0.0,104,236,up
4149,content_e2f910c73cbd,client_6208ef0f77,0.7134916673490905,investigate_quiet_risk,model_decline_risk_high,False,True,False,False,False,False,False,keyword article,informational,1426,3,7.5,0.21,20,118,down
4150,content_2829af97e841,client_19581e27de,0.7134798791298935,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,659,3,5.9,0.46,104,330,down
4151,content_873621db1cd6,client_4e07408562,0.7134668828802936,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,510,5,5.9,0.98,104,230,down
4152,content_cbdc7b34a376,client_19581e27de,0.7134137875132567,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,1698,5,3.1,0.29,104,330,down
4153,content_e15529f66714,client_19581e27de,0.7134012599244453,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,commercial,724,0,18.0,0.0,104,256,down
4154,content_1425f976526a,client_6208ef0f77,0.7133993476631414,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,1111,2,23.8,0.18,104,236,down
4155,content_214a94adfa00,client_19581e27de,0.7133965520022848,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,1168,0,6.9,0.0,104,256,stable
4156,content_80ab8f6a154a,client_d029fa3a95,0.7133682245357906,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,1506,0,8.0,0.0,8,148,down
4157,content_749b42ab9ddc,client_3fdba35f04,0.7133523580309388,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,1689,8,5.2,0.47,20,96,up
4158,content_20e8f669cea1,client_6208ef0f77,0.713327120244004,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,4111,44,17.2,1.07,104,144,down
4159,content_a5d4fab37508,client_f369cb89fc,0.7133249592425187,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,3261,14,8.0,0.43,20,131,down
4160,content_da58656c6085,client_6208ef0f77,0.7132747677815847,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,783,1,19.2,0.13,20,95,down
4161,content_d51897855063,client_6208ef0f77,0.7132539258786854,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,424,0,9.5,0.0,20,95,down
4162,content_983e599c0240,client_d029fa3a95,0.7132415191384469,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,comparison article,informational,211,0,7.8,0.0,20,203,up
4163,content_99228efdc707,client_19581e27de,0.7132288407435803,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,7961,6,7.5,0.08,20,119,down
