rank,content_id,client_id,model_score,suggested_action,reason_codes,stale_but_visible,model_decline_risk_high,ctr_underperforming_for_position,recent_click_drop,syndicated_not_owned,too_new_unstable,needs_verification_before_trusting,content_type,main_intent,impressions_90d,clicks_90d,avg_position,ctr,days_since_last_update,content_age_days,trend_direction
1,content_4560b0a818ab,client_19581e27de,1.0,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,4238,9,7.9,0.21,22,421,stable
2,content_2dba2b1f9536,client_6208ef0f77,0.9999999999999998,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,443434,910,27.9,0.21,104,299,stable
3,content_a22b7f6c73c5,client_7f2253d7e2,0.9999999999999922,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,commercial,28192,1347,9.1,4.78,20,132,down
4,content_ea60515fd480,client_7f2253d7e2,0.9999999999996168,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,148515,1205,5.0,0.81,20,224,down
5,content_07e0b9af8b1a,client_b4944c6ff0,0.9999999998737656,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,214816,4178,3.3,1.94,8,105,down
6,content_0082e139827f,client_6208ef0f77,0.9999999998313351,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,8613,38,11.6,0.44,104,236,down
7,content_813e88069237,client_6208ef0f77,0.9999999961690913,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,commercial,233561,129,26.2,0.06,104,153,down
8,content_a965a1fc5544,client_6208ef0f77,0.9999999949851073,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,113571,724,12.7,0.64,104,236,stable
9,content_aedb33fc5592,client_6208ef0f77,0.999999994891523,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,transactional,7549,11,20.0,0.15,104,211,down
10,content_ec66c58d9826,client_7f2253d7e2,0.9999999745795674,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,67880,448,4.8,0.66,20,224,down
11,content_763a8c27d0fd,client_6208ef0f77,0.9999999610129127,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,22541,12,40.4,0.05,104,229,down
12,content_fb95edac0fc3,client_6208ef0f77,0.9999982318212931,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,106341,129,22.8,0.12,104,223,stable
13,content_ff67adc622e5,client_6208ef0f77,0.999997058846205,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,commercial,71282,36,33.6,0.05,104,139,down
14,content_035aa1e4a834,client_6208ef0f77,0.9999886714415881,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,4448,7,16.2,0.16,104,236,up
15,content_50426bec207f,client_6208ef0f77,0.9999877289865903,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,114048,815,11.5,0.71,104,125,down
16,content_3a426ee4383c,client_19581e27de,0.999984947735415,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,52303,501,3.5,0.96,104,362,down
17,content_3ee3863d0542,client_6208ef0f77,0.9999791604259608,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,17590,75,26.2,0.43,104,216,stable
18,content_bdd7c88a58ed,client_4e07408562,0.9999486934201085,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,64718,544,3.1,0.84,14,421,down
19,content_4090f0acd977,client_4e07408562,0.9999463045227301,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,46560,491,6.5,1.05,25,421,down
20,content_40fb6f005d61,client_6208ef0f77,0.9999235502179478,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,151800,187,26.0,0.12,104,229,down
21,content_23bae3425a1c,client_6208ef0f77,0.9999234729602567,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,15239,93,12.7,0.61,104,286,down
22,content_6e0e17a19c45,client_6208ef0f77,0.9999213705604661,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,2417,8,16.7,0.33,104,300,down
23,content_69fad7e6c50c,client_7f2253d7e2,0.9999122939199606,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,28000,369,4.7,1.32,106,106,down
24,content_3870bd09524b,client_6208ef0f77,0.999890504775338,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,30877,246,16.2,0.8,104,144,down
25,content_d7d06a893dcf,client_6208ef0f77,0.9998697919025834,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,7228,5,35.8,0.07,104,216,down
26,content_007d1f134801,client_4e07408562,0.9998535391886733,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,31069,281,6.4,0.9,25,326,down
27,content_9a29e017706f,client_6208ef0f77,0.9998405091094236,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,70471,13,40.8,0.02,104,299,down
28,content_b5d1fbc91005,client_6208ef0f77,0.9998190629203609,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,25951,16,24.3,0.06,104,216,down
29,content_418ec7cab0c5,client_6208ef0f77,0.9998094843705407,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,3127,5,23.9,0.16,104,229,stable
30,content_b3e0a7cfca09,client_7f2253d7e2,0.9997717709084784,monitor_too_new,model_decline_risk_high|recent_click_drop|too_new_unstable,False,True,False,True,False,True,False,keyword article,informational,60317,513,2.9,0.85,20,90,down
31,content_fcc4d5bd69d4,client_6208ef0f77,0.9996970944526243,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,33850,386,11.7,1.14,104,124,stable
32,content_482aff19e9cc,client_7f2253d7e2,0.9996492951584887,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,26287,638,13.2,2.43,106,106,down
33,content_c02b2a60a85c,client_6208ef0f77,0.999603201830491,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,4021,5,37.3,0.12,104,223,down
34,content_00c444e468ab,client_6208ef0f77,0.9995865586844719,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2952,2,19.6,0.07,104,216,stable
35,content_b17856947541,client_6208ef0f77,0.9995436265999744,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,15076,133,25.3,0.88,104,229,down
36,content_c5063073d048,client_6208ef0f77,0.99952999727587,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,192205,466,12.5,0.24,104,211,stable
37,content_2eaf49f7d8da,client_6208ef0f77,0.9995132665022189,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,602,0,30.2,0.0,104,139,down
38,content_4ac253651eb0,client_6208ef0f77,0.999498664884662,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,19258,13,29.1,0.07,104,229,stable
39,content_97bb507def8a,client_6208ef0f77,0.9994879571805992,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,27308,236,10.1,0.86,104,216,down
40,content_da96396814db,client_6208ef0f77,0.9994498026146523,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,8524,16,17.6,0.19,104,223,down
41,content_47cfaff33c47,client_6208ef0f77,0.9993915179560144,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,commercial,20248,32,26.4,0.16,104,148,down
42,content_72039d68836c,client_6208ef0f77,0.999381344784023,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,19910,11,28.7,0.06,104,286,down
43,content_9966666373a0,client_6208ef0f77,0.9993268294317047,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,2345,0,31.3,0.0,20,98,down
44,content_d1a0c65a380b,client_6208ef0f77,0.9993264165836903,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,9550,2,44.9,0.02,104,223,down
45,content_acb7d16c2c48,client_6208ef0f77,0.9992191452166324,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,13835,194,33.0,1.4,20,95,down
46,content_0b7eeee62380,client_a88a7902cb,0.9991638192548702,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,61957,409,3.4,0.66,20,98,stable
47,content_78bd1d4a1d4d,client_6208ef0f77,0.9991141327520066,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,13848,21,8.9,0.15,104,307,down
48,content_6258d3da5e18,client_6208ef0f77,0.9991082697811411,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,4748,4,22.0,0.08,104,236,stable
49,content_d925c960bbac,client_6208ef0f77,0.9990030518526564,investigate_quiet_risk,model_decline_risk_high|ctr_underperforming_for_position,False,True,True,False,False,False,False,keyword article,informational,1523,0,7.4,0.0,20,98,down
50,content_4a18c07e5357,client_4e07408562,0.9988330880963142,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,125049,1077,4.5,0.86,104,390,down
51,content_239aefb46356,client_6208ef0f77,0.998807138905732,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,36447,67,7.0,0.18,104,153,up
52,content_a6223ddfe9ae,client_6208ef0f77,0.9987923633905726,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,3248,0,27.7,0.0,104,153,down
53,content_89fcb6f35525,client_6208ef0f77,0.9987818693764345,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,174408,981,4.7,0.56,104,299,down
54,content_a335c928f213,client_6208ef0f77,0.9987558907186935,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,13438,161,16.4,1.2,104,299,down
55,content_b5ce413af5ed,client_7f2253d7e2,0.9985504032006787,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,29016,310,18.9,1.07,20,147,down
56,content_47a6388814f4,client_6208ef0f77,0.998458068779239,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,8158,2,25.9,0.02,104,286,down
57,content_c3c21134dcc5,client_6208ef0f77,0.9984202496507176,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,31974,30,31.0,0.09,104,223,down
58,content_49b07a9052b5,client_6208ef0f77,0.9984106351241447,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,12063,21,14.2,0.17,104,287,down
59,content_f47b9a44cce5,client_6208ef0f77,0.9983942655657501,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,8660,8,26.7,0.09,104,286,down
60,content_bbc985da741a,client_6208ef0f77,0.9983405365418536,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,8532,3,19.1,0.04,104,223,down
61,content_bf7e47e20643,client_6208ef0f77,0.9983105139599605,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,11973,104,15.9,0.87,104,216,down
62,content_00e647ba1052,client_6208ef0f77,0.998134656988065,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,11104,117,17.0,1.05,104,229,down
63,content_0bcf5514ae1c,client_6208ef0f77,0.9979571465916072,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,19256,14,31.5,0.07,104,153,down
64,content_8ed11d98ed15,client_6208ef0f77,0.9979434278151856,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,9884,24,31.1,0.24,104,223,down
65,content_de57bb97bbf1,client_6208ef0f77,0.997909467460683,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,76774,192,13.0,0.25,104,223,down
66,content_a247759cb944,client_6208ef0f77,0.9978969317616332,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,11648,4,33.2,0.03,104,144,down
67,content_a35bb2d3d884,client_6208ef0f77,0.9978879474603874,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,1576,2,20.3,0.13,104,287,stable
68,content_47b8b12d581e,client_7f2253d7e2,0.9978615360486521,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,40305,385,28.4,0.96,106,106,down
69,content_a05d66a41827,client_6208ef0f77,0.9977672981857144,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,57078,1324,5.1,2.32,104,286,down
70,content_cea79ef51519,client_f369cb89fc,0.9976648937322142,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,208798,490,5.2,0.23,20,96,down
71,content_21db40411fd7,client_6208ef0f77,0.9975401921552329,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,8143,11,16.4,0.14,104,139,down
72,content_21eb4523cfe6,client_6208ef0f77,0.9975008308787572,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,34917,70,23.2,0.2,104,229,stable
73,content_c01db4c80c7f,client_6208ef0f77,0.9974490986026716,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,15069,236,7.4,1.57,20,98,down
74,content_a3299043fb71,client_6208ef0f77,0.9974242061476892,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,51577,18,38.0,0.03,104,139,down
75,content_34deeb3a92b9,client_6208ef0f77,0.99727607489746,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,24941,97,17.9,0.39,104,229,stable
76,content_1ecf6336a95d,client_b4944c6ff0,0.9972379905374692,monitor_too_new,model_decline_risk_high|recent_click_drop|too_new_unstable,False,True,False,True,False,True,False,keyword article,commercial,68829,179,5.1,0.26,20,90,down
77,content_9125007c00e3,client_6208ef0f77,0.9970825549960726,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2977,1,6.5,0.03,104,139,down
78,content_dea28fbca35c,client_6208ef0f77,0.9970104084013359,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,25764,16,19.9,0.06,104,287,down
79,content_233d9d36930d,client_6208ef0f77,0.996924031434547,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,5763,72,8.6,1.25,20,118,down
80,content_7eb2b37dd0e5,client_6208ef0f77,0.9964867974328521,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,28836,242,8.4,0.84,104,148,down
81,content_b2ec40b9d68c,client_6208ef0f77,0.9964378697118221,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,23457,9,47.3,0.04,104,139,up
82,content_aa04fcd90504,client_6208ef0f77,0.9964313584374225,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,8739,2,43.4,0.02,104,223,down
83,content_33da44cb09c9,client_4e07408562,0.9963935980318005,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,114528,205,5.9,0.18,14,326,down
84,content_6e3312cb2476,client_6208ef0f77,0.996384834936522,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,27224,395,12.0,1.45,104,125,down
85,content_0efc49400f2c,client_6208ef0f77,0.9962853477861217,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,3659,91,9.1,2.49,104,124,down
86,content_be97fc92977b,client_6208ef0f77,0.9962354122329145,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,2864,3,29.6,0.1,104,223,down
87,content_00d35d252ee6,client_6208ef0f77,0.9959820505102275,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,67945,124,27.6,0.18,104,236,down
88,content_49f408b3547d,client_6208ef0f77,0.9959601394346657,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,4118,6,40.4,0.15,104,223,stable
89,content_213115cd9d71,client_6208ef0f77,0.9959340214158077,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,6441,36,15.7,0.56,104,236,down
90,content_73def94a6cb1,client_6208ef0f77,0.9956932285265953,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,2018,7,19.5,0.35,104,216,stable
91,content_8604f4cf3330,client_6208ef0f77,0.9953738855268851,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,52694,47,32.8,0.09,104,236,stable
92,content_5daaf566b54c,client_6208ef0f77,0.9951879723976684,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,informational,50013,5,26.0,0.01,104,286,down
93,content_1110b7eac6d6,client_6208ef0f77,0.9951191178103898,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,12737,76,14.7,0.6,104,236,stable
94,content_bdccfa73c698,client_6208ef0f77,0.9950028367860928,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,12059,14,34.5,0.12,104,125,down
95,content_f6dcee12f43a,client_6208ef0f77,0.9944923644513926,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,10056,7,34.3,0.07,104,286,down
96,content_dbc80536363b,client_7f2253d7e2,0.9942996835451411,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,88328,618,6.2,0.7,20,224,down
97,content_e454bc31017a,client_6208ef0f77,0.9942623196986979,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,unknown,1429,1,27.6,0.07,104,229,down
98,content_7350b6f13030,client_6208ef0f77,0.9941982841464695,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,17161,27,30.5,0.16,104,236,down
99,content_9bd0058e5f26,client_6208ef0f77,0.9939984430432752,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2789,2,17.4,0.07,104,223,stable
100,content_ef96f9f41881,client_6208ef0f77,0.9939570368932243,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,34145,40,27.8,0.12,104,236,stable
101,content_d6cbe9eddf11,client_6208ef0f77,0.9938102547304232,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,3025,1,30.6,0.03,104,229,down
102,content_a042ae7b2536,client_6208ef0f77,0.9937739116283881,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,11230,3,37.2,0.03,104,287,stable
103,content_6f90e3323da2,client_6208ef0f77,0.9937590756444568,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,8553,5,34.4,0.06,104,287,down
104,content_715755028fd7,client_6208ef0f77,0.9937406613709255,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,transactional,3386,14,19.6,0.41,104,236,down
105,content_8068af9b4bb4,client_6208ef0f77,0.9937291186683925,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,14810,9,31.7,0.06,104,287,stable
106,content_ea379287633b,client_6208ef0f77,0.993649731406183,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,38542,20,33.4,0.05,104,299,down
107,content_da8bd76fe1f8,client_6208ef0f77,0.9936385216193516,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,50001,247,23.2,0.49,104,148,down
108,content_c8f7e3b9891c,client_7f2253d7e2,0.9934747950860963,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,12029,121,5.8,1.01,106,106,down
109,content_b511d4bc4ad2,client_6208ef0f77,0.9931701384258709,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,205915,290,27.9,0.14,104,216,stable
110,content_4c8ea2454a36,client_6208ef0f77,0.9931026487822867,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,48089,26,38.5,0.05,104,223,down
111,content_3d71412c6f25,client_6208ef0f77,0.9928025713591885,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,commercial,1068,0,22.2,0.0,104,229,stable
112,content_9a435016cf37,client_6208ef0f77,0.9927104621475387,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,2878,3,37.5,0.1,104,223,down
113,content_bf7bff5d0756,client_349c41201b,0.9925259907283169,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,transactional,197199,440,6.8,0.22,20,111,down
114,content_b3202921cb5c,client_6208ef0f77,0.992499657162407,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,2889,1,37.3,0.03,104,216,stable
115,content_1577e55cbe22,client_6208ef0f77,0.992372476828479,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,21228,25,22.4,0.12,104,153,stable
116,content_48b6c9f3e108,client_6208ef0f77,0.9921422919275781,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position|recent_click_drop,True,True,True,True,False,False,False,keyword article,informational,7636,9,5.9,0.12,104,151,down
117,content_3d94572c3a35,client_19581e27de,0.9916151330033313,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,commercial,190623,462,4.3,0.24,104,124,down
118,content_ba571343dadc,client_6208ef0f77,0.990988552638467,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,21619,113,16.7,0.52,104,216,down
119,content_c9e444095b72,client_6208ef0f77,0.9909808705116088,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,110205,82,31.1,0.07,104,216,up
120,content_7d1c7098f406,client_6208ef0f77,0.9903787064615449,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,transactional,42765,83,28.5,0.19,104,236,stable
121,content_33c118b15a60,client_6208ef0f77,0.9897930877469974,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,4702,3,35.0,0.06,104,229,stable
122,content_04539a036552,client_6208ef0f77,0.9896464464188669,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,7061,7,33.0,0.1,104,287,down
123,content_9924e0695f7b,client_6208ef0f77,0.988915577404855,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,11957,149,14.6,1.25,104,300,down
124,content_1a28b25c7128,client_6208ef0f77,0.9878606689564061,refresh_priority_review,stale_but_visible|model_decline_risk_high,True,True,False,False,False,False,False,keyword article,informational,19790,5,24.8,0.03,104,286,down
125,content_896dbebc0df1,client_6208ef0f77,0.9876461746466125,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2611,1,19.4,0.04,104,223,down
126,content_3ac7d1a69e35,client_6208ef0f77,0.9874138271875285,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,23859,18,26.4,0.08,104,236,down
127,content_1600ff69f501,client_6208ef0f77,0.9871528714582243,refresh_priority_review,stale_but_visible|model_decline_risk_high|ctr_underperforming_for_position,True,True,True,False,False,False,False,keyword article,informational,2031,0,25.4,0.0,104,216,stable
128,content_24736e7d70a7,client_6208ef0f77,0.9868849883483585,investigate_quiet_risk,model_decline_risk_high|recent_click_drop,False,True,False,True,False,False,False,keyword article,informational,4577,25,16.4,0.55,20,118,down
129,content_094dcee5faad,client_6208ef0f77,0.986169419403005,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,40521,46,32.7,0.11,104,211,down
130,content_aa20b0b19707,client_6208ef0f77,0.9859915498808286,refresh_priority_review,stale_but_visible|model_decline_risk_high|recent_click_drop,True,True,False,True,False,False,False,keyword article,informational,12714,203,11.9,1.6,104,144,down
